Simulation Time,Event Type,Vehicle ID,Message Size
2.84443,PseudonymMessage,,488
2.85811,PseudonymMessage,,488
4.85811,PseudonymMessage,,488
20.5375,PseudonymMessage,,488
20.7588,PseudonymMessage,,488
22.5375,PseudonymMessage,,488
22.7588,PseudonymMessage,,488
38.0559,PseudonymMessage,,488
38.5098,PseudonymMessage,,488
40.0559,PseudonymMessage,,488
40.5098,PseudonymMessage,,488
42.0559,PseudonymMessage,,488
44.0559,PseudonymMessage,,488
46.0559,PseudonymMessage,,488
56.5701,PseudonymMessage,,488
56.591,PseudonymMessage,,488
58.5701,PseudonymMessage,,488
58.591,PseudonymMessage,,488
74.2294,PseudonymMessage,,488
74.8817,PseudonymMessage,,488
76.8817,PseudonymMessage,,488
92.2508,PseudonymMessage,,488
92.883,PseudonymMessage,,488
94.2508,PseudonymMessage,,488
96.2508,PseudonymMessage,,488
110.313,PseudonymMessage,,488
110.368,PseudonymMessage,,488
112.313,PseudonymMessage,,488
128.619,PseudonymMessage,,488
128.887,PseudonymMessage,,488
130.619,PseudonymMessage,,488
132.619,PseudonymMessage,,488
146.162,PseudonymMessage,,488
146.56,PseudonymMessage,,488
148.56,PseudonymMessage,,488
164.376,PseudonymMessage,,488
164.521,PseudonymMessage,,488
166.376,PseudonymMessage,,488
182.03,PseudonymMessage,,488
182.91,PseudonymMessage,,488
183.844,PseudonymMessage,,488
183.858,PseudonymMessage,,488
184.03,PseudonymMessage,,488
185.844,PseudonymMessage,,488
200.748,PseudonymMessage,,488
200.794,PseudonymMessage,,488
201.538,PseudonymMessage,,488
202.748,PseudonymMessage,,488
202.794,PseudonymMessage,,488
203.538,PseudonymMessage,,488
204.748,PseudonymMessage,,488
204.794,PseudonymMessage,,488
206.794,PseudonymMessage,,488
218.126,PseudonymMessage,,488
218.76,PseudonymMessage,,488
220.126,PseudonymMessage,,488
221.51,PseudonymMessage,,488
223.51,PseudonymMessage,,488
225.51,PseudonymMessage,,488
236.322,PseudonymMessage,,488
236.427,PseudonymMessage,,488
238.322,PseudonymMessage,,488
239.57,PseudonymMessage,,488
240.322,PseudonymMessage,,488
242.322,PseudonymMessage,,488
244.322,PseudonymMessage,,488
246.322,PseudonymMessage,,488
254.698,PseudonymMessage,,488
254.722,PseudonymMessage,,488
255.229,PseudonymMessage,,488
255.882,PseudonymMessage,,488
256.698,PseudonymMessage,,488
257.882,PseudonymMessage,,488
259.882,PseudonymMessage,,488
272.963,PseudonymMessage,,488
273.636,PseudonymMessage,,488
273.883,PseudonymMessage,,488
277.251,PseudonymMessage,,488
279.251,PseudonymMessage,,488
281.251,PseudonymMessage,,488
283.251,PseudonymMessage,,488
285.251,PseudonymMessage,,488
287.251,PseudonymMessage,,488
290.67,PseudonymMessage,,488
290.733,PseudonymMessage,,488
291.368,PseudonymMessage,,488
293.368,PseudonymMessage,,488
295.368,PseudonymMessage,,488
297.368,PseudonymMessage,,488
308.329,PseudonymMessage,,488
308.771,PseudonymMessage,,488
309.887,PseudonymMessage,,488
310.329,PseudonymMessage,,488
312.329,PseudonymMessage,,488
313.619,PseudonymMessage,,488
315.619,PseudonymMessage,,488
326.285,PseudonymMessage,,488
326.831,PseudonymMessage,,488
327.162,PseudonymMessage,,488
328.831,PseudonymMessage,,488
329.162,PseudonymMessage,,488
331.162,PseudonymMessage,,488
333.162,PseudonymMessage,,488
344.691,PseudonymMessage,,488
345.521,PseudonymMessage,,488
346.691,PseudonymMessage,,488
347.521,PseudonymMessage,,488
347.555,PseudonymMessage,,488
362.964,PseudonymMessage,,488
363.91,PseudonymMessage,,488
364.964,PseudonymMessage,,488
365.03,PseudonymMessage,,488
365.91,PseudonymMessage,,488
366.085,PseudonymMessage,,488
380.348,PseudonymMessage,,488
382.348,PseudonymMessage,,488
384.133,PseudonymMessage,,488
384.348,PseudonymMessage,,488
385.748,PseudonymMessage,,488
386.133,PseudonymMessage,,488
387.748,PseudonymMessage,,488
387.794,PseudonymMessage,,488
398.449,PseudonymMessage,,488
399.503,PseudonymMessage,,488
399.76,PseudonymMessage,,488
400.449,PseudonymMessage,,488
401.503,PseudonymMessage,,488
401.76,PseudonymMessage,,488
403.76,PseudonymMessage,,488
416.041,PseudonymMessage,,488
417.427,PseudonymMessage,,488
417.65,PseudonymMessage,,488
418.041,PseudonymMessage,,488
425.322,PseudonymMessage,,488
434.784,PseudonymMessage,,488
435.722,PseudonymMessage,,488
436.784,PseudonymMessage,,488
436.906,PseudonymMessage,,488
437.698,PseudonymMessage,,488
437.722,PseudonymMessage,,488
438.906,PseudonymMessage,,488
439.698,PseudonymMessage,,488
439.722,PseudonymMessage,,488
440.906,PseudonymMessage,,488
452.2,PseudonymMessage,,488
452.773,PseudonymMessage,,488
453.963,PseudonymMessage,,488
454.636,PseudonymMessage,,488
470.229,PseudonymMessage,,488
470.685,PseudonymMessage,,488
471.67,PseudonymMessage,,488
471.733,PseudonymMessage,,488
472.685,PseudonymMessage,,488
473.67,PseudonymMessage,,488
474.685,PseudonymMessage,,488
476.685,PseudonymMessage,,488
488.865,PseudonymMessage,,488
488.955,PseudonymMessage,,488
489.771,PseudonymMessage,,488
490.955,PseudonymMessage,,488
491.771,PseudonymMessage,,488
492.955,PseudonymMessage,,488
493.329,PseudonymMessage,,488
493.771,PseudonymMessage,,488
494.955,PseudonymMessage,,488
495.329,PseudonymMessage,,488
495.771,PseudonymMessage,,488
496.955,PseudonymMessage,,488
497.771,PseudonymMessage,,488
498.955,PseudonymMessage,,488
500.955,PseudonymMessage,,488
502.955,PseudonymMessage,,488
506.202,PseudonymMessage,,488
506.761,PseudonymMessage,,488
507.285,PseudonymMessage,,488
507.831,PseudonymMessage,,488
508.761,PseudonymMessage,,488
509.285,PseudonymMessage,,488
509.831,PseudonymMessage,,488
527.691,PseudonymMessage,,488
527.982,PseudonymMessage,,488
528.555,PseudonymMessage,,488
529.982,PseudonymMessage,,488
530.737,PseudonymMessage,,488
532.737,PseudonymMessage,,488
542.68,PseudonymMessage,,488
543.964,PseudonymMessage,,488
544.589,PseudonymMessage,,488
544.68,PseudonymMessage,,488
546.589,PseudonymMessage,,488
547.085,PseudonymMessage,,488
549.085,PseudonymMessage,,488
551.085,PseudonymMessage,,488
562.21,PseudonymMessage,,488
563.216,PseudonymMessage,,488
563.348,PseudonymMessage,,488
564.21,PseudonymMessage,,488
565.133,PseudonymMessage,,488
565.348,PseudonymMessage,,488
